CarID,city mpg,Sum of DimCar,Driven_Wheels,Engine Cylinders,Engine Fuel Type,Engine HP,highway MPG,Market Category,Make,Model,MSRP,Number of Doors,Popularity,Transmission Type,Vehicle Size,Vehicle Style,Year
135,39,135,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),111,38,"LUXURY,HYBRID",ACURA,ILX HYBRID,28900,4,204,AUTOMATIC,COMPACT,SEDAN,2014
136,16,136,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2181,2,204,MANUAL,MIDSIZE,COUPE,1994
137,16,137,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,23,LUXURY,ACURA,LEGEND,2028,4,204,MANUAL,MIDSIZE,SEDAN,1994
138,17,138,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,22,LUXURY,ACURA,LEGEND,2063,4,204,AUTOMATIC,MIDSIZE,SEDAN,1994
139,16,139,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,23,"CROSSOVER,HATCHBACK,LUXURY",ACURA,ZDX,46120,4,204,AUTOMATIC,MIDSIZE,4DR HATCHBACK,2012
140,16,140,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2066,4,204,MANUAL,MIDSIZE,SEDAN,1994
141,17,141,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,22,LUXURY,ACURA,LEGEND,2356,4,204,AUTOMATIC,MIDSIZE,SEDAN,1995
142,16,142,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2506,2,204,MANUAL,MIDSIZE,COUPE,1995
143,16,143,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2265,2,204,MANUAL,MIDSIZE,COUPE,1995
144,22,144,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,155,31,"HATCHBACK,LUXURY",ACURA,RSX,22375,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2006
145,22,145,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,155,31,"HATCHBACK,LUXURY",ACURA,RSX,21225,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2006
146,20,146,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),201,28,"HATCHBACK,FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,RSX,23845,2,204,MANUAL,COMPACT,2DR HATCHBACK,2006
147,24,147,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,155,31,"HATCHBACK,LUXURY",ACURA,RSX,21475,2,204,MANUAL,COMPACT,2DR HATCHBACK,2006
148,24,148,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,155,31,"HATCHBACK,LUXURY",ACURA,RSX,20325,2,204,MANUAL,COMPACT,2DR HATCHBACK,2006
149,20,149,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),210,28,"HATCHBACK,FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,RSX,23670,2,204,MANUAL,COMPACT,2DR HATCHBACK,2005
150,24,150,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,21350,2,204,MANUAL,COMPACT,2DR HATCHBACK,2005
151,22,151,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,21175,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2005
152,22,152,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,22250,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2005
153,16,153,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2384,2,204,MANUAL,MIDSIZE,COUPE,1994
154,16,154,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,23,"CROSSOVER,HATCHBACK,LUXURY",ACURA,ZDX,56670,4,204,AUTOMATIC,MIDSIZE,4DR HATCHBACK,2012
155,16,155,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,23,"CROSSOVER,HATCHBACK,LUXURY",ACURA,ZDX,50620,4,204,AUTOMATIC,MIDSIZE,4DR HATCHBACK,2012
156,16,156,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,23,LUXURY,ACURA,LEGEND,2000,4,204,MANUAL,MIDSIZE,SEDAN,1993
157,13,157,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,190,17,LUXURY,ACURA,SLX,2397,4,204,AUTOMATIC,MIDSIZE,4DR SUV,1997
158,13,158,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,190,17,LUXURY,ACURA,SLX,2488,4,204,AUTOMATIC,MIDSIZE,4DR SUV,1997
159,13,159,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,215,18,LUXURY,ACURA,SLX,2816,4,204,AUTOMATIC,MIDSIZE,4DR SUV,1998
160,13,160,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,215,18,LUXURY,ACURA,SLX,2934,4,204,AUTOMATIC,MIDSIZE,4DR SUV,1999
161,17,161,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,29980,2,204,AUTOMATIC,MIDSIZE,COUPE,2001
162,17,162,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,27980,2,204,AUTOMATIC,MIDSIZE,COUPE,2001
163,17,163,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,28030,2,204,AUTOMATIC,MIDSIZE,COUPE,2002
164,17,164,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,30030,2,204,AUTOMATIC,MIDSIZE,COUPE,2002
165,17,165,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),260,26,"FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,CL,32700,2,204,MANUAL,MIDSIZE,COUPE,2003
166,17,166,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),260,27,"FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,CL,30550,2,204,AUTOMATIC,MIDSIZE,COUPE,2003
167,17,167,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,30350,2,204,AUTOMATIC,MIDSIZE,COUPE,2003
168,17,168,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),225,27,LUXURY,ACURA,CL,28200,2,204,AUTOMATIC,MIDSIZE,COUPE,2003
169,17,169,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),260,26,"FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,CL,30550,2,204,MANUAL,MIDSIZE,COUPE,2003
170,25,170,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,35,LUXURY,ACURA,ILX,34980,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2017
171,25,171,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,35,LUXURY,ACURA,ILX,31980,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2017
172,25,172,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,35,LUXURY,ACURA,ILX,29290,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2017
173,25,173,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,35,LUXURY,ACURA,ILX,32990,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2017
174,25,174,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,27900,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
175,25,175,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,32900,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
176,25,176,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,31890,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
177,25,177,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,29200,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
178,25,178,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,29900,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
179,25,179,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,36,LUXURY,ACURA,ILX,34890,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2016
180,24,180,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),150,35,LUXURY,ACURA,ILX,27050,4,204,AUTOMATIC,COMPACT,SEDAN,2015
181,15,181,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,23,LUXURY,ACURA,LEGEND,2000,4,204,MANUAL,MIDSIZE,SEDAN,1993
182,16,182,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,23,LUXURY,ACURA,LEGEND,2060,4,204,MANUAL,MIDSIZE,SEDAN,1993
183,15,183,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,23,"LUXURY,PERFORMANCE",ACURA,LEGEND,2042,2,204,MANUAL,MIDSIZE,COUPE,1993
184,22,184,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,140,28,LUXURY,ACURA,INTEGRA,20200,4,204,MANUAL,COMPACT,SEDAN,2001
185,21,185,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),200,28,"HATCHBACK,FACTORY TUNER,LUXURY,PERFORMANCE",ACURA,RSX,23320,2,204,MANUAL,COMPACT,2DR HATCHBACK,2004
186,24,186,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,20275,2,204,MANUAL,COMPACT,2DR HATCHBACK,2005
187,22,187,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,22000,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2004
188,20,188,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,54450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2015
189,25,189,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,35,LUXURY,ACURA,ILX,27990,4,204,AUTOMATED_MANUAL,COMPACT,SEDAN,2017
190,20,190,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,48450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2015
191,20,191,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,60450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2015
192,20,192,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,50950,4,204,AUTOMATIC,MIDSIZE,SEDAN,2015
193,17,193,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,56150,4,204,AUTOMATIC,MIDSIZE,SEDAN,2012
194,17,194,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,52350,4,204,AUTOMATIC,MIDSIZE,SEDAN,2012
195,17,195,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,48200,4,204,AUTOMATIC,MIDSIZE,SEDAN,2012
196,17,196,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,47200,4,204,AUTOMATIC,MIDSIZE,SEDAN,2011
197,17,197,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,55150,4,204,AUTOMATIC,MIDSIZE,SEDAN,2011
198,17,198,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,24,"LUXURY,PERFORMANCE",ACURA,RL,51350,4,204,AUTOMATIC,MIDSIZE,SEDAN,2011
199,16,199,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,22,"LUXURY,PERFORMANCE",ACURA,RL,46830,4,204,AUTOMATIC,MIDSIZE,SEDAN,2010
200,18,200,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,26,"CROSSOVER,LUXURY",ACURA,MDX,45950,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
201,19,201,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,27,"CROSSOVER,LUXURY",ACURA,MDX,50360,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
202,19,202,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,27,"CROSSOVER,LUXURY",ACURA,MDX,43950,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
203,20,203,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,27,"CROSSOVER,LUXURY",ACURA,MDX,56400,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
204,19,204,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,26,"CROSSOVER,LUXURY",ACURA,MDX,58400,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
205,18,205,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,26,"CROSSOVER,LUXURY",ACURA,MDX,52360,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
206,18,206,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,26,"CROSSOVER,LUXURY",ACURA,MDX,50360,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
207,19,207,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,27,"CROSSOVER,LUXURY",ACURA,MDX,48360,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
208,16,208,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,22,"LUXURY,PERFORMANCE",ACURA,RL,50450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2010
209,16,209,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),300,22,"LUXURY,PERFORMANCE",ACURA,RL,54250,4,204,AUTOMATIC,MIDSIZE,SEDAN,2010
210,20,210,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),279,28,"CROSSOVER,LUXURY",ACURA,RDX,35570,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
211,20,211,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),279,28,"CROSSOVER,LUXURY",ACURA,RDX,40570,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
212,19,212,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),279,27,"CROSSOVER,LUXURY",ACURA,RDX,40770,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
213,19,213,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),279,27,"CROSSOVER,LUXURY",ACURA,RDX,43720,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
214,19,214,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),279,27,"CROSSOVER,LUXURY",ACURA,RDX,37070,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
215,20,215,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,56950,4,204,AUTOMATIC,MIDSIZE,SEDAN,2015
216,22,216,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,31,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,20925,2,204,AUTOMATIC,COMPACT,2DR HATCHBACK,2004
217,20,217,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,54450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2016
218,16,218,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,230,24,"LUXURY,PERFORMANCE",ACURA,LEGEND,2066,4,204,MANUAL,MIDSIZE,SEDAN,1995
219,24,219,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,30,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,20025,2,204,MANUAL,COMPACT,2DR HATCHBACK,2004
220,24,220,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,160,30,"HATCHBACK,LUXURY,PERFORMANCE",ACURA,RSX,21100,2,204,MANUAL,COMPACT,2DR HATCHBACK,2004
221,20,221,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,30,"LUXURY,PERFORMANCE",ACURA,RLX,60450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2017
222,22,222,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,31,LUXURY,ACURA,TSX,31635,4,204,AUTOMATIC,MIDSIZE,SEDAN,2014
223,16,223,REAR WHEEL DRIVE,6,REGULAR UNLEADED,290,22,"EXOTIC,LUXURY,HIGH-PERFORMANCE",ACURA,NSX,89000,2,204,MANUAL,COMPACT,COUPE,2004
224,16,224,REAR WHEEL DRIVE,6,REGULAR UNLEADED,252,22,"EXOTIC,LUXURY,HIGH-PERFORMANCE",ACURA,NSX,89000,2,204,AUTOMATIC,COMPACT,COUPE,2004
225,16,225,REAR WHEEL DRIVE,6,REGULAR UNLEADED,290,22,"EXOTIC,LUXURY,HIGH-PERFORMANCE",ACURA,NSX,89000,2,204,MANUAL,COMPACT,COUPE,2005
226,16,226,REAR WHEEL DRIVE,6,REGULAR UNLEADED,252,22,"EXOTIC,LUXURY,HIGH-PERFORMANCE",ACURA,NSX,89000,2,204,AUTOMATIC,COMPACT,COUPE,2005
227,21,227,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),573,22,"EXOTIC,LUXURY,HIGH-PERFORMANCE,HYBRID",ACURA,NSX,156000,2,204,AUTOMATED_MANUAL,COMPACT,COUPE,2017
228,22,228,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,31,LUXURY,ACURA,TSX,33735,4,204,AUTOMATIC,MIDSIZE,SEDAN,2014
229,19,229,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),280,28,"LUXURY,PERFORMANCE",ACURA,TSX,39275,4,204,AUTOMATIC,MIDSIZE,SEDAN,2014
230,22,230,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,31,LUXURY,ACURA,TSX,30635,4,204,AUTOMATIC,MIDSIZE,SEDAN,2014
231,28,231,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),377,32,"LUXURY,HIGH-PERFORMANCE,HYBRID",ACURA,RLX,59950,4,204,AUTOMATED_MANUAL,MIDSIZE,SEDAN,2016
232,21,232,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,29,LUXURY,ACURA,TSX,31635,4,204,MANUAL,MIDSIZE,SEDAN,2014
233,22,233,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,31,LUXURY,ACURA,TSX,33610,4,204,AUTOMATIC,MIDSIZE,SEDAN,2013
234,16,234,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,23,LUXURY,ACURA,LEGEND,2135,4,204,MANUAL,MIDSIZE,SEDAN,1995
235,17,235,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,200,22,LUXURY,ACURA,LEGEND,2144,4,204,AUTOMATIC,MIDSIZE,SEDAN,1995
236,18,236,FRONT WHEEL DRIVE,5,REGULAR UNLEADED,176,24,LUXURY,ACURA,VIGOR,2000,4,204,MANUAL,MIDSIZE,SEDAN,1994
237,18,237,FRONT WHEEL DRIVE,5,REGULAR UNLEADED,176,24,LUXURY,ACURA,VIGOR,2000,4,204,MANUAL,MIDSIZE,SEDAN,1993
238,18,238,FRONT WHEEL DRIVE,5,REGULAR UNLEADED,176,24,LUXURY,ACURA,VIGOR,2000,4,204,MANUAL,MIDSIZE,SEDAN,1992
239,19,239,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),280,28,"LUXURY,PERFORMANCE",ACURA,TSX,39150,4,204,AUTOMATIC,MIDSIZE,SEDAN,2013
240,20,240,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,60450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2016
241,20,241,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,31,"LUXURY,PERFORMANCE",ACURA,RLX,50950,4,204,AUTOMATIC,MIDSIZE,SEDAN,2016
242,20,242,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),310,30,"LUXURY,PERFORMANCE",ACURA,RLX,54450,4,204,AUTOMATIC,MIDSIZE,SEDAN,2017
243,20,243,FRONT WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),290,27,"CROSSOVER,LUXURY",ACURA,MDX,54400,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2017
244,21,244,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),201,29,LUXURY,ACURA,TSX,31510,4,204,MANUAL,MIDSIZE,SEDAN,2013
245,28,245,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),377,32,"LUXURY,HIGH-PERFORMANCE,HYBRID",ACURA,RLX,65950,4,204,AUTOMATED_MANUAL,MIDSIZE,SEDAN,2016
246,19,246,ALL WHEEL DRIVE,6,PREMIUM UNLEADED (RECOMMENDED),273,27,"CROSSOVER,LUXURY",ACURA,RDX,36495,4,204,AUTOMATIC,MIDSIZE,4DR SUV,2015
247,24,247,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),237,34,"LUXURY,HIGH-PERFORMANCE",ALFA ROMEO,4C,65900,2,113,AUTOMATED_MANUAL,COMPACT,CONVERTIBLE,2016
248,24,248,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),237,34,"LUXURY,HIGH-PERFORMANCE",ALFA ROMEO,4C,53900,2,113,AUTOMATED_MANUAL,COMPACT,COUPE,2015
249,24,249,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),237,34,"LUXURY,HIGH-PERFORMANCE",ALFA ROMEO,4C,55900,2,113,AUTOMATED_MANUAL,COMPACT,COUPE,2016
250,24,250,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),237,34,"LUXURY,HIGH-PERFORMANCE",ALFA ROMEO,4C,68400,2,113,AUTOMATED_MANUAL,COMPACT,COUPE,2015
251,24,251,REAR WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),237,34,"LUXURY,HIGH-PERFORMANCE",ALFA ROMEO,4C,63900,2,113,AUTOMATED_MANUAL,COMPACT,CONVERTIBLE,2015
252,13,252,REAR WHEEL DRIVE,12,PREMIUM UNLEADED (REQUIRED),470,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,RAPIDE,226850,4,259,AUTOMATIC,LARGE,SEDAN,2012
253,14,253,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,153195,2,259,AUTOMATED_MANUAL,COMPACT,CONVERTIBLE,2015
254,14,254,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,138695,2,259,AUTOMATED_MANUAL,COMPACT,COUPE,2015
255,13,255,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,112700,2,259,MANUAL,COMPACT,CONVERTIBLE,2015
256,14,256,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,123695,2,259,AUTOMATED_MANUAL,COMPACT,COUPE,2015
257,14,257,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,138195,2,259,AUTOMATED_MANUAL,COMPACT,CONVERTIBLE,2015
258,14,258,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,118400,2,259,AUTOMATED_MANUAL,COMPACT,CONVERTIBLE,2015
259,13,259,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,132495,2,259,MANUAL,COMPACT,CONVERTIBLE,2015
260,13,260,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,148795,2,259,MANUAL,COMPACT,CONVERTIBLE,2016
261,13,261,REAR WHEEL DRIVE,12,PREMIUM UNLEADED (REQUIRED),490,18,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,VIRAGE,208295,2,259,AUTOMATIC,MIDSIZE,COUPE,2012
262,13,262,REAR WHEEL DRIVE,12,PREMIUM UNLEADED (REQUIRED),490,18,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,VIRAGE,223295,2,259,AUTOMATIC,MIDSIZE,CONVERTIBLE,2012
263,13,263,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,134295,2,259,MANUAL,COMPACT,COUPE,2016
264,13,264,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,103300,2,259,MANUAL,COMPACT,COUPE,2016
265,14,265,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,21,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,126995,2,259,AUTOMATED_MANUAL,COMPACT,COUPE,2016
266,13,266,REAR WHEEL DRIVE,8,PREMIUM UNLEADED (REQUIRED),430,19,"EXOTIC,HIGH-PERFORMANCE",ASTON MARTIN,V8 VANTAGE,117800,2,259,MANUAL,COMPACT,CONVERTIBLE,2016
